Feature,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,day -1,day 0,day 1,day 2,day 3,sigma
Q22,0.9071,31.9607,20.1834,20.1834,14.0497,8.82,0.0739,3.3887,26.5588,3.4481,-4.6129,0.6522,1.1544,9.4657,-0.025305661,-0.043485165,0.023460084,0.033473833,-0.018296089,0.0295131
Q23,0.7069,29.7372,18.3357,18.3357,12.4208,7.6125,0.0705,3.2266,27.8936,2.6281,-4.8201,0.5367,0.9674,9.7561,0.002788081,-0.011668744,0.034151989,0.04263519,0.047961629,0.023423421
Q24,0.8521,30.7926,18.5451,18.5451,12.9259,7.6897,0.0704,3.5047,25.6798,2.4187,-6.2523,0.5413,0.9809,10.2383,-0.027364352,-0.022880372,-0.011418668,0.010981881,0.007832952,0.015604244
Q25,1.0407,35.1114,22.9539,22.9539,17.4268,10.1466,0.0757,3.3939,26.5178,3.4473,-8.5441,0.7684,1.3996,10.057,0.003384095,0.023785794,0.009848244,-0.000817012,0.001225268,0.008901976
Q26,1.114,31.8535,20.894,20.894,14.2143,9.051,0.0718,3.0845,29.1785,2.9837,-6.9192,0.6486,1.1929,9.7161,0.012800837,0.016960672,-0.015645717,0.010890981,0.015904089,0.012108906
Q27,0.9828,27.6394,14.9847,14.9847,9.5602,9.1587,0.0661,3.0711,29.3054,2.6168,-5.4965,0.5529,1.0191,9.4293,0.017282437,-0.01569897,0.045368661,0.006030115,-0.017690554,0.023253701
Q28,0.8233,31.8367,19.0925,19.0925,11.2665,5.7447,0.0686,3.0958,29.0719,2.2917,-4.6153,0.4717,0.8732,9.1564,-0.002492151,0.058751335,0.058268934,-0.017352877,-0.000564717,0.032520521
Q29,1.2413,32.3708,14.9824,14.9824,4.8049,3.9855,0.0723,3.1415,28.6486,0.9843,-2.9523,0.212,0.3988,8.9635,-0.008102323,-0.030497888,0.00128952,0.015979886,0.011976164,0.016605512
Q30,0.7584,27.4411,16.796,16.796,10.9501,7.6267,0.0702,2.9218,30.8025,2.7101,-6.4917,0.5662,1.0781,8.5413,0.017648869,-0.085851498,0.01432253,-0.025200601,-0.017867009,0.037313874
Q31,0.6919,28.4843,12.8906,12.8906,6.3938,11.9068,0.0683,3.041,29.5958,1.2555,-2.9231,0.2632,0.5007,8.3299,-0.029563821,0.011316958,-0.02695853,0.00993465,0.007774153,0.018637476
Q32,0.7487,31.3691,17.528,17.528,10.719,7.701,0.0727,3.1899,28.2138,2.4558,-4.9925,0.4832,0.9252,7.9899,0.035091379,-0.013778118,-0.009478748,0.039543829,0.024994719,0.022507641
Q33,0.8424,32.9983,21.4324,21.4324,16.9048,9.1669,0.0767,3.1592,28.4878,3.8501,-7.0473,0.7236,1.3766,7.7486,-0.049655599,0.02631734,-0.013072154,0.035833533,-0.007529671,0.03051805
Q34,0.7857,34.4782,16.6856,16.6856,11.6746,7.3348,0.0678,2.8098,32.0302,2.668,-4.3014,0.4873,0.9173,7.4255,-0.03311215,0.023395861,0.014792462,0.022529151,0.009361912,0.020902107
Q35,1.1772,27.7284,16.4036,16.4036,0.6626,1.2525,0.0672,2.8337,31.7604,0.1452,-0.2529,0.0265,0.0494,7.2307,0.013221842,-0.035654366,-0.01554673,0.009174324,-0.009174324,0.017706515
Q36,0.9788,28.6193,18.1256,18.1256,8.844,5.4646,0.0697,3.0049,29.9507,1.8946,-3.4643,0.3523,0.6598,7.1918,0.001246016,0.019729352,0.030068412,0.017616495,0.01272425,0.009407109
Q37,1.1877,32.5215,21.8148,21.8148,12.9455,8.6803,0.0737,3.0459,29.5482,3.0953,-5.9148,0.5843,1.0873,7.2109,0.006689014,0,-0.005347601,0.01990777,-0.005270099,0.009448458
Q38,0.9661,27.633,11.3209,11.3209,1.8582,0.6491,0.0701,2.8391,31.7004,0.2319,-0.4376,0.0437,0.0827,6.88,-0.005020886,0.006688982,0.008298834,0.019640547,-0.008136772,0.009985813
Q39,1,24.3613,12.7536,12.7536,2.9054,1.8147,0.0665,3.2381,27.794,0.5908,-1.1815,0.1151,0.2128,6.8854,-0.015139007,0.005071817,-0.039558043,0.013937578,0.010327104,0.019960087
Q40,0.9946,28.3538,17.8135,17.8135,9.1008,5.4517,0.0703,3.493,25.7658,2.0469,-4.2433,0.3808,0.7304,6.8551,-0.016499028,-0.001850093,-0.026267901,0.007575786,-0.020973148,0.012568016
Q1,1.8349,48.8758,22.5285,22.5285,21.9749,18.3482,0.1876,1.8375,48.9809,11.766,-29.4586,3.4485,5.3088,23.8548,-0.058167433,0.018059561,0.009239225,0.004309618,0.001668151,0.027175009
Q2,1.885,48.8757,21.5426,21.5426,19.6784,15.9967,0.1813,1.8242,49.3359,10.6256,-20.4891,2.9022,4.4437,22.3817,0.002334986,0.010243802,0.009526533,0.010651372,0.003635386,0.003547775
Q3,1.9042,48.4671,22.8623,22.8623,21.6168,16.9222,0.184,1.8062,49.8287,11.8647,-18.8481,3.1218,4.6655,20.7048,-0.019146787,-0.028924976,-0.010694597,0.001390477,0.024087028,0.018320027
Q4,1.9371,46.976,24.2475,24.2475,22.7007,17.9766,0.1592,1.6093,55.9239,11.7911,-15.1805,2.855,4.2629,18.949,-0.02577919,0.006603215,-0.01409246,-0.01719056,-0.003897329,0.011194186
Q5,1.6521,49.1146,20.5944,20.5944,19.6656,16.1981,0.1747,1.675,53.7325,12.8318,-14.0951,2.8348,4.4473,17.7487,0.078149016,-0.009354405,-0.027043335,-0.033005825,-0.005103488,0.040097114
Q6,1.4065,46.6774,16.3358,16.3358,14.9427,11.9467,0.1816,1.693,53.1611,9.5793,-10.0031,2.172,3.5089,17.6048,0.033191208,-0.018902077,-0.007462238,0.004918868,0.019924441,0.018629053
Q7,2.3041,47.591,25.1658,25.1658,24.6027,19.8098,0.1878,1.5918,56.5386,14.7529,-63.6984,3.7321,5.6226,18.7183,-0.016175219,0.024135652,0.009267371,0.001189538,0.001662997,0.013065896
Q8,1.9341,47.2158,20.8298,20.8298,17.6967,13.7927,0.2097,1.5205,59.1923,11.1517,-33.3039,2.9023,4.5139,17.6297,-0.051459299,-0.021624942,0.010472509,0.011264959,-0.016230073,0.023248052
Q9,2.0174,45.1863,14.4474,14.4474,13.837,11.3316,0.2009,1.52,59.2102,9.1524,-22.8916,2.2816,3.5245,16.9267,-0.036131405,0.005182608,-0.003452086,-0.007203897,-0.026686818,0.015333549
Q10,1.8925,48.8987,22.4418,22.4418,21.6488,16.9541,0.2177,1.5827,56.866,13.6982,-47.1678,3.6959,5.7999,17.0802,-0.000994416,-0.008994679,0.008546804,0.009608803,0.020588108,0.01005758
Q11,1.9655,48.9819,24.7301,24.7301,24.1045,18.9279,0.2187,1.5297,58.8334,14.9937,-60.9141,4.1476,6.4822,17.7078,-0.029209559,-0.017627848,0.024465109,-0.005444682,0.020502374,0.020984624
Q12,1.5603,49.6186,28.6174,28.6174,28.0095,22.1335,0.2281,1.5586,57.7437,17.8558,-75.5069,5.0628,8.572,17.7766,0.021010807,0.018328696,-0.002062662,-0.004910014,0.017934055,0.011147668
Q13,1.654,48.8282,12.1648,12.1648,11.6574,7.2723,0.2146,1.5762,57.1008,5.4896,-25.0828,1.571,2.6065,18.5938,-0.000299943,0.010098829,0.002866757,0.010457956,0.004532025,0.004176984
Q14,1.8573,48.761,22.3905,22.3905,20.9262,6.5457,0.2103,1.627,55.3179,4.5173,-28.7356,1.3821,2.2135,19.5366,-0.000128653,-0.037359361,0.012740738,0.009711367,-0.001132545,0.017896225
Q15,2.0697,50.3304,24.5717,24.5717,24.4371,17.4865,0.2319,1.585,56.7841,11.744,177.7916,4.0667,6.2223,20.4866,-0.009805681,-0.001643691,-0.003295444,0.005716742,0.002846195,0.005345127
Q16,2.2189,48.5275,27.5672,27.5672,27.4264,20.2689,0.23,1.5877,56.685,13.6122,468.9349,4.6677,6.9726,19.5118,0.011384912,0.004439236,0.013297684,0.009858454,-0.000240486,0.004964755
Q17,1.9852,49.486,22.6675,22.6675,22.6025,17.2154,0.2308,1.6275,55.2999,12.0109,-272.2793,3.9829,6.0709,18.485,0.007351485,0.008609812,0.006884944,-0.004165532,0.002611776,0.004670647
Q18,1.8855,48.2331,20.0437,20.0437,21.9675,15.7593,0.2227,1.6687,53.9337,11.1766,-101.1374,3.513,5.4993,17.3329,0.00709243,0.00805257,0.008711232,0.005544481,-0.003101108,0.004314077
Q19,1.903,50.0973,24.6984,24.6984,24.1536,17.2396,0.2264,1.6253,55.3729,11.0475,679.0816,3.9088,5.7552,20.0311,-0.006388335,-0.004241127,0.008705184,0.006419745,0.005605854,0.00611244
Q20,1.5765,50.4176,24.354,24.354,23.9494,16.8494,0.2305,1.6417,54.8199,10.8319,1243.269,3.8905,6.0887,19.7502,0.008435072,0.000783652,0.001342013,-0.003975295,0.003639897,0.004042422
Q21,1.5149,50.3577,24.1328,24.1328,23.5659,17.2088,0.2246,1.652,54.481,10.8544,-840.7895,3.8748,6.1736,19.4125,0.000537789,-0.006112221,0.006530363,0.002266566,0.004458587,0.004324595
Q22,1.5434,47.561,20.5536,20.5536,20.0466,14.2231,0.2219,1.7569,51.2277,9.06,-271.9895,3.1597,5.1382,18.8207,-0.029705733,0.005056864,0.028333114,0.00643089,0.002241116,0.018582849
Q23,1.6507,49.7277,24.3257,24.3257,23.9238,16.805,0.2319,1.6729,53.7993,10.6185,545.3782,3.9028,6.1232,19.8534,0.008019356,0.000316926,-0.001839514,0.012429582,-0.003014294,0.006012256
Q24,2.6361,49.8048,23.9396,23.9396,23.5753,16.9139,0.2449,1.6789,53.6066,9.9238,27.2025,4.1513,6.0433,21.0166,-0.002909686,0.010081453,-0.011473194,0.000928009,0.006077127,0.007457437
Q25,2.4632,49.5777,22.8292,22.8292,22.473,15.8221,0.2473,1.7191,52.3515,8.6081,21.3625,3.9193,5.8841,21.9945,-0.003818684,-0.00019141,0.010216153,0.002899874,-0.005934751,0.005667593
Q26,2.0629,47.83,21.5313,21.5313,21.2204,15.274,0.2473,1.8214,49.4131,8.9712,25.3167,3.7778,5.9404,20.6917,0.002488928,0.005864063,0.000241132,0.005888353,0.002871477,0.002159921
Q27,1.6458,48.3225,23.3624,23.3624,23.1043,16.0133,0.2483,1.7272,52.1064,8.0896,17.5338,3.9999,6.1173,25.2895,-0.005962611,0.021951435,-0.004495577,0.005080443,0.011369596,0.010358973
Q28,1.874,48.5616,22.8178,22.8178,22.3752,15.5766,0.2394,1.7092,52.6568,7.1893,14.5448,3.7769,5.5376,27.5414,-0.006467512,-0.022436443,0,0.003347948,-0.010580566,0.009024516
Q29,1.713,48.5251,21.9129,21.9129,21.5554,15.4131,0.2334,1.7031,52.8438,6.8344,13.7086,3.6516,5.4871,27.3951,0.013495641,0.015153456,-0.017737442,0.0081598,-0.002140892,0.012167279
Q30,1.6982,47.4699,20.8614,20.8614,20.584,14.5726,0.2256,1.7797,50.5708,6.218,12.5182,3.3264,5.0103,27.0588,-0.008088501,0.003705794,0.01938395,-0.007434382,-0.005191308,0.010353602
Q31,1.7855,47.5998,21.9682,21.9682,21.6776,15.5382,0.2356,1.7231,52.2309,6.8212,13.5843,3.7049,5.7149,27.1095,-0.004789651,0.014221833,-0.006172361,-0.001827382,0.005630236,0.007594234
Q32,2.2073,48.2327,21.9556,21.9556,21.5557,15.4412,0.2271,1.7067,52.7322,6.6215,13.0402,3.5541,5.2278,26.803,0.01061536,-0.003384619,0.001609103,-0.002966217,-0.004423252,0.005561899
Q33,2.3337,48.0089,21.5614,21.5614,21.1816,14.7891,0.2243,1.7279,52.0854,6.1906,12.1491,3.3707,4.9034,26.8446,0.002478336,0.018113686,0.00624447,-0.000185808,0.003895369,0.00635354
Q34,2.1984,45.9727,19.5343,19.5343,19.0741,13.4155,0.2181,1.819,49.4775,5.5654,11.5006,2.9638,4.3736,26.2556,-0.005840555,0.006131678,0.00348703,0.007321826,-0.012556941,0.007677634
Q35,2.1977,47.5123,22.3823,22.3823,21.9288,15.4862,0.2174,1.7004,52.9292,6.5046,12.9985,3.4224,5.132,26.2179,-0.00102286,0.018812136,-0.017221415,0.021008413,0.004326363,0.013981426
Q36,2.4685,48.6329,22.936,22.936,22.498,15.4898,0.226,1.7264,52.1317,7.029,14.8958,3.5574,5.2641,24.407,-0.016945838,0.010157956,0.010599468,-0.003266231,-0.00240194,0.010182754
Q37,2.3767,48.0497,21.8274,21.8274,21.4133,15.0281,0.2338,1.7317,51.973,6.8656,14.8878,3.564,5.4002,23.9511,0.003806076,-0.003693986,-0.016622775,-0.006635354,-0.005524915,0.006551279
Q38,2.2496,46.0573,19.2411,19.2411,18.7474,13.4575,0.2242,1.8332,49.0944,6.1405,14.118,3.0807,4.7872,22.824,-0.004930924,0.011430002,-0.002845276,-0.001026243,0.002620587,0.005752679
Q39,2.2172,46.5277,20.9932,20.9932,20.4887,14.447,0.2345,1.7683,50.8976,6.3347,13.2572,3.4345,4.9314,24.8443,0.018816571,0.001393913,0.003791656,0.012785387,-0.00199481,0.007690536
Q40,2.1823,47.3958,21.5495,21.5495,21.0156,15.1042,0.2379,1.7514,51.3867,6.634,13.8732,3.646,5.2956,25.0051,-0.005743412,-0.019346603,-0.032769878,-0.00646041,0.009551603,0.014242125
Q1,2.3402,36.2928,16.7691,19.7432,16.7691,13.4328,0.1207,1.4683,61.2972,8.6895,12.8168,1.6216,2.6121,44.9402,0.01833253,0.001416429,0.025270104,0.013456059,-0.027981123,0.018733382
Q2,2.2393,33.5012,11.4685,14.3356,11.4685,7.7793,0.1296,1.7947,50.147,5.856,8.88,1.0094,1.6594,41.2681,0.004534473,0.007461737,0.003465736,0.006222975,0.011518747,0.00279859
Q3,2.2623,34.6219,14.2297,17.479,14.2297,9.0868,0.1155,1.3289,67.7244,6.2912,9.4237,1.0496,1.7282,41.136,0.021880022,-0.003938423,-0.001570204,-0.00707255,0.045560419,0.020102622
Q4,2.1963,31.9788,10.0292,13.7253,10.0292,7.1977,0.1197,1.2798,70.3231,5.6131,8.7207,0.8613,1.4419,37.9244,0.02719271,-0.032006883,-0.012840787,0.008667319,0.029370626,0.023594206
Q5,2.1219,33.4688,7.4564,11.8595,7.4564,6.775,0.1063,1.128,79.7864,4.342,6.7837,0.7212,1.2216,38.0397,-0.023326806,-0.057008152,0.016794271,0.039848866,-0.019043458,0.033649492
Q6,2.0381,31.9422,8.3367,12.2575,8.3367,7.2858,0.1355,1.4633,61.5067,6.3239,10.1405,0.9889,1.7337,36.4597,0.003352421,0.011930862,0.001538268,-0.003993143,-0.000857721,0.005366039
Q7,1.9945,31.5464,11.0901,14.8167,11.0901,8.9578,0.1365,1.2023,74.8535,7.3268,11.5065,1.2226,2.1656,38.9681,0.037807183,0.018949756,-0.028593568,-0.015335489,0.00894155,0.023775682
Q8,1.9362,31.6258,12.9871,16.0818,12.9871,10.0071,0.1559,1.256,71.654,9.527,15.3038,1.5619,2.8273,37.6156,0.029662163,-0.01289144,0.000286649,0.038382492,0.008857165,0.018819983
Q9,1.983,31.9639,8.4795,12.9008,8.4795,6.2375,0.1142,1.1114,80.982,4.4119,7.3768,0.7151,1.2759,35.5832,-0.001713894,0.009875784,-0.001517681,0.00472756,-0.02528993,0.012049558
Q10,1.9154,32.2338,10.4009,13.8311,10.4009,8.3364,0.1343,1.3926,64.6291,6.9524,11.8437,1.1197,2.0375,35.4556,0.013509628,0.000269642,0.006249864,-0.028195823,-0.004004713,0.014163736
Q11,1.9128,30.617,11.5444,14.3675,11.5444,8.8281,0.1486,1.3678,65.7974,8.7883,15.8766,1.3129,2.4487,32.2252,-0.008410564,-0.020815293,0.005174768,-0.016456042,0.027692187,0.017524875
Q12,1.9113,31.5924,12.9076,15.7407,12.9077,11.2696,0.1534,1.3495,66.6907,11.6094,21.8393,1.7313,3.2963,32.1322,-0.005535905,-0.027617757,0.019906704,-0.009148557,0.018278699,0.017911342
Q13,1.9788,31.952,7.4911,11.6323,7.4911,-7.7399,0.1038,1.2014,74.9108,-5.7712,-11.8992,-0.8031,-1.4983,28.6141,-0.01952813,-0.03288312,-0.01954043,0.038958535,-0.016273006,0.025066405
Q14,2.1202,32.5493,9.5635,12.6528,9.5635,6.3607,0.1219,1.5536,57.9287,5.3344,6.1378,0.7752,1.4386,29.7057,0.01253724,0.011993341,0.003880024,0.000258088,0.006944484,0.004705529
Q15,2.1003,32.7775,11.3976,14.1679,11.3976,8.22,0.1252,1.4879,60.4876,7.4905,8.4103,1.0302,1.9917,26.6884,0.004581404,0.000258754,0.00034477,-0.001466323,0.002930565,0.002148074
Q16,2.1644,34.5034,14.1101,16.8481,14.1101,9.7538,0.1405,1.521,59.1728,10.5059,11.8924,1.3707,2.6119,24.0535,0.005096765,-0.010059179,0.001363155,0.002001201,0.001917376,0.005228442
Q17,2.1958,32.7757,5.8309,9.5303,5.8309,3.5359,0.0999,1.3563,66.3576,2.9026,3.3454,0.3524,0.6668,21.4755,-0.021032105,0.012782731,0.002390166,0.016482616,0.000451446,0.013105804
Q18,2.1323,33.5736,6.6629,9.7121,6.6629,4.3852,0.1126,1.6113,55.8564,4.3547,5.0686,0.491,0.9407,20.748,0.005928856,0.012337395,0.007561827,-0.005131929,-9.71E-05,0.006099604
Q19,2.1015,33.1658,10.4857,13.4703,10.4857,7.2646,0.1149,1.4141,63.6441,6.5675,7.5093,0.8347,1.5507,23.6614,-0.011647851,-0.006530187,-0.000238225,0.003211763,-0.003926871,0.005116764
Q20,2.1021,29.7687,9.3113,11.7366,9.3113,6.2879,0.1332,1.3448,66.9269,6.8931,7.9518,0.8368,1.5574,22.8369,0.008197736,-0.00794837,0.023414521,-0.001706686,0.009351022,0.01070451
Q21,2.2443,30.4896,6.3571,9.4923,6.3571,4.6031,0.0987,1.2212,73.6959,3.8432,4.3567,0.4534,0.8166,20.9428,0.032331188,0.008297805,-0.003511937,0.013106386,0,0.012599933
Q22,2.0646,30.4513,6.8054,9.2312,6.8054,5.2373,0.1159,1.6477,54.6221,5.2016,5.8897,0.6066,1.1491,21.3384,-0.024159758,-0.011045529,0.004617198,0.029438637,0.008018846,0.018157718
Q23,2.0547,29.4415,9.7252,11.9836,9.7252,6.7345,0.1289,1.4929,60.2872,6.6239,7.3612,0.8683,1.6546,23.5399,0.012268587,-0.002563936,0.006093864,-0.024975234,0.008806342,0.013382927
Q24,2.1106,30.3095,12.4469,14.4724,12.4469,8.4473,0.1371,1.4495,62.0903,8.4491,9.3622,1.1592,2.1724,24.4885,0.000319459,-0.005337901,0.004272614,-0.011685969,0.003767277,0.006043011
Q25,2.2559,30.7453,8.8922,11.7137,8.8922,6.0582,0.1095,1.4903,60.3906,4.6904,5.1966,0.6637,1.1958,24.2972,-0.001095394,-0.001755113,-0.005284065,0.002865671,-0.00077071,0.002596626
Q26,2.1686,31.9873,12.008,13.9333,12.0081,7.2495,0.1462,1.8645,48.2698,7.1689,7.9203,1.0596,1.9431,26.2385,-0.003567447,0.007454812,0.004424313,0.004294918,-0.004957288,0.004882501
Q27,2.2161,30.4088,13.6018,15.2218,13.6018,8.9514,0.1539,1.6441,54.7397,7.8551,8.5661,1.378,2.4403,30.2229,-0.00679666,0.005964469,-0.000832884,0.001902677,-0.010269981,0.005855359
Q28,2.1843,30.9221,14.7147,16.3814,14.7147,9.8543,0.1634,1.5661,57.4692,9.1979,10.0566,1.6122,2.9,29.3234,-0.002635397,-0.000990004,0.004721396,-0.006373668,0.000110259,0.003619734
Q29,2.2397,32.1205,12.6065,14.8498,12.6065,8.8986,0.1327,1.559,57.7298,6.6418,7.2877,1.1816,2.0948,27.7461,0.001779484,0.00307686,0.011746876,0.020688412,-0.010579655,0.010467629
Q30,2.0521,32.9947,13.1653,15.1503,13.1653,8.5444,0.1588,1.7989,50.0292,7.8606,8.636,1.356,2.5344,27.4682,0.005839537,0.013607247,-0.003384514,0.009783634,0.002235603,0.005894328
Q31,2.178,31.6886,15.4777,17.3019,15.4777,9.9531,0.1716,1.6899,53.257,11.5997,13.137,1.7084,3.2902,22.4414,0.007992954,-0.00524188,0.007022541,-0.002969652,-0.002143627,0.005472676
Q32,2.1661,31.4409,15.9784,17.7285,15.9784,9.9317,0.1877,1.6533,54.4379,13.1163,14.9557,1.8645,3.612,21.3038,0.018549995,-0.002056912,0.001029028,0.007627086,-0.015888765,0.011339015
Q33,2.36,32.4279,12.7483,15.175,12.7483,8.7531,0.1345,1.4133,63.6818,8.6781,10.0666,1.1775,2.1905,19.2155,0.017778703,-0.002618201,-0.002625161,0.017446924,0.021224154,0.010585548
Q34,2.2376,30.1309,11.4629,13.5065,11.4629,7.0223,0.174,1.7331,51.9295,10.0394,11.8047,1.2244,2.35,17.6945,0.006644539,0.004983499,0.001963368,-0.003235861,-0.006270352,0.004884472
Q35,2.2263,29.5546,12.6658,14.698,12.6658,8.2166,0.1803,1.6112,55.8577,10.6574,12.3988,1.4854,2.7657,18.9309,0.003252888,0.017970127,-0.00346152,-0.014102752,0.018095775,0.012467411
Q36,2.0909,31.7137,15.9563,17.9116,15.9563,10.5529,0.1947,1.6155,55.7098,14.3064,16.7514,2.0583,4.0516,18.5953,-0.010888432,-0.043942138,-0.000977035,-0.016047633,0.022866918,0.021683521
Q37,2.0276,32.3727,11.8274,14.6664,11.8274,7.8756,0.1393,1.4622,61.5509,7.8829,9.3838,1.1001,2.2545,16.871,-0.008637304,-0.001446862,-0.009455747,-0.022168339,-0.00612088,0.006891775
Q38,2.0685,31.1843,12.274,14.3677,12.274,7.779,0.1786,1.8428,48.8381,9.8607,11.815,1.394,2.8265,16.7826,-0.001616417,0.006181972,0.027876838,0.002992305,0.019043238,0.010917668
Q39,2.0212,30.8138,12.8896,15.091,12.8896,8.5082,0.1776,1.7306,52.0065,9.4801,11.1978,1.5165,3.0505,18.2159,-0.00333886,-0.040574371,-0.033314468,0.051846593,-0.006989075,0.032541149
Q40,2.0893,31.4579,15.0477,17.206,15.0476,10.1463,0.1913,1.7709,50.8209,12.1973,14.4743,1.9463,3.8378,17.7113,0.009059379,0.019485659,-0.018081132,-0.024268762,-0.013755036,0.016822336
Q1,1.3761,13.4457,13.4211,13.4211,13.5995,11.2991,0.3161,7.3433,12.2561,29.0068,-24.8378,3.5714,10.2112,22.786,-0.001237908,-0.001937259,-0.021376357,-0.011449639,-0.007455313,0.00736501
Q2,1.3908,12.9991,13.4394,13.4394,12.8405,10.5214,0.3359,8.6107,10.4521,29.6787,-23.0334,3.5338,10.1203,21.5564,-0.000421372,-0.015290658,-0.006810055,0.007818371,0.012896357,0.010071229
Q3,1.3348,12.9494,13.0161,13.0161,12.4644,10.294,0.3249,6.6512,13.5314,35.1584,-20.3459,3.4526,10.5216,17.8209,-0.01273487,0.010394756,-0.005156818,-0.006599409,-0.027990292,0.012406227
Q4,1.3145,13.6437,12.8607,12.8607,12.0962,10.0247,0.327,5.7213,15.7306,42.9477,-16.4742,3.278,10.188,13.5436,0.024044669,-0.003365675,0.044291317,-0.014761615,-0.008463522,0.022325766
Q5,1.2281,13.3602,13.5582,13.5582,12.9704,10.9705,0.3178,5.4118,16.6303,49.24,-16.8004,3.4864,11.5034,12.4343,0.001252395,-0.001931485,-0.010584886,0.013611011,-0.005354149,0.008117351
Q6,1.2235,13.3707,13.5345,13.5345,11.538,9.4344,0.3341,6.7942,13.2466,47.2406,-14.071,3.1518,10.2779,11.325,0.005905974,0.001960886,0.005361423,-0.005338622,-0.00733882,0.005473005
Q7,1.2764,13.5983,13.8752,13.8752,11.7395,10.5992,0.3079,6.3637,14.1428,40.8433,-15.9161,3.2633,9.6932,13.9575,-5.35E-05,0.001657431,-0.008018575,0.000699772,0.004215527,0.004119666
Q8,1.1961,13.8144,13.9184,13.9184,11.6656,9.8427,0.3016,5.6665,15.8827,49.0332,-12.6447,2.9682,9.1418,10.255,0.015435312,-0.013311311,0.029054529,0.002302304,-0.000541208,0.014478917
Q9,1.1706,15.2623,15.9249,15.9249,13.5672,11.8862,0.3006,5.0604,17.7853,67.5654,-14.599,3.5735,11.2527,8.9262,0.02235036,-0.010991585,-0.001970127,-0.003647458,0.003404658,0.011246344
Q10,1.1184,13.4758,12.8444,12.8444,10.2908,8.6947,0.3211,5.8965,15.2633,86.4734,-9.7784,2.7921,8.9162,5.1566,0.001438079,0.008519178,-0.001027758,0.011641264,-0.005391606,0.0062323
Q11,1.1089,13.4167,13.71,13.71,11.0001,10.2878,0.3147,5.9263,15.1865,147.006,-11.0288,3.2377,10.167,3.5229,-0.046475009,-0.031821818,0.019906045,-0.0803309,0.030176266,0.04141508
Q12,1.189,13.084,13.3975,13.3975,10.5986,8.6804,0.2969,5.3981,16.6726,242.7975,-8.3381,2.5773,8.3321,1.682,0.007567057,-0.00601811,0.005494855,-0.001324624,-0.000925174,0.004933265
Q13,1.2749,14.2501,14.826,14.826,11.6889,9.9441,0.2495,4.9031,18.3558,-1042.342,-7.8992,2.481,8.6589,-0.3888,-0.067026652,-0.020040248,-0.00015149,-0.023303234,-0.005786887,0.023516808
Q14,1.3556,12.3447,14.0783,14.0783,11.3551,-5.3742,0.297,6.1121,14.7248,105.2835,5.3121,-1.7525,-6.4144,-2.7324,-0.058835325,0.028727664,0.034629409,-0.035191222,0.018868491,0.037557049
Q15,1.3152,12.9649,13.5889,13.5889,10.5097,7.8033,0.2521,1.368,65.788,44.2759,-7.6954,1.9675,5.8566,7.5854,0.001852203,-0.01767049,0.001784372,0.002137111,-0.000355917,0.00766197
Q16,1.2144,13.1816,13.6592,13.6592,10.6822,7.6017,0.2579,1.4338,62.77,70.7932,-7.1402,1.9605,6.1093,4.6842,0.010030154,-0.007877317,0.004050107,0.006919762,-0.002266886,0.006457733
Q17,1.2198,12.5401,12.5045,12.5045,9.2312,7.0371,0.2296,1.2642,71.1925,49.7792,-5.9741,1.6156,4.9745,5.476,-0.012158307,0.00092348,0.00084889,-0.005623261,-0.005058163,0.004854631
Q18,1.2046,12.2662,12.8099,12.8099,8.1412,6.2273,0.2885,1.6818,53.5146,53.9851,-6.5429,1.8136,5.4569,5.5571,-0.000739784,0.006754502,0.009893549,0.004357528,-0.000724937,0.004176061
Q19,1.1861,11.9817,13.7477,13.7477,12.3539,20.7341,0.237,1.2899,69.7732,44.8148,-8.6662,2.2344,6.5077,8.2942,0.006735083,-0.006252516,-0.001931728,-0.004238761,-0.009103186,0.005390113
Q20,1.0307,10.6245,11.877,11.877,10.4518,8.8192,0.2297,1.2482,72.1042,29.9967,-6.1261,1.7834,5.1953,9.8911,0.003012395,-0.007082002,-0.011287136,0.008681769,-0.004683531,0.007185181
Q21,1.0573,10.5613,11.169,11.169,9.5872,8.6613,0.2067,1.2028,74.8264,25.3699,-5.5483,1.6069,4.6065,10.4507,0.009782976,0.009128535,-0.000430717,0.002753635,-0.001720174,0.004766604
Q22,1.0471,8.7251,8.2435,8.2435,6.8906,10.6971,0.1769,1.2024,74.8521,18.1789,-4.8451,1.1419,3.2353,10.2211,-0.005835548,0.015885875,0.010178444,-0.011700347,-0.000369302,0.010136426
Q23,1.1599,10.9046,11.8489,11.8489,10.8251,8.5984,0.2539,1.4926,60.2982,26.8752,-9.4276,1.9083,7.3591,9.1629,0.011659484,0.026871585,0.006036821,0.002959295,0.010311695,0.008252153
Q24,1.2109,11.7753,12.4109,12.4109,11.5348,7.979,0.2922,1.6482,54.6045,31.1536,-11.7819,2.3314,8.498,9.6028,-0.005444262,-0.002560716,-4.93E-05,-0.012104535,0.010228986,0.007316164
Q25,1.3156,12.4914,13.4111,13.4111,12.521,8.6836,0.2544,1.5448,58.2583,24.9432,-11.9929,2.2087,7.3633,11.1831,-0.00683983,0.004008268,-0.002433517,-0.006978228,-0.009707564,0.004802829
